1;Einstein;FPCEinsteinSelective;Flat-plate collector;0.78;3.2;0.015;0.93;0.93;1;1;1;1;1;1;1;0.7;30;300;200;815;620;450;3.57;2008;IEE Project Einstein
2;Einstein;ETCEinstein;Evacuated tube collector;0.76;1.2;0.008;0.94;1.1;1;1;1;1;1;1;1;0.7;22;200;230;910;690;500;3.57;2008;IEE Project Einstein
3;Einstein;CCEinstein;Concentrating collector;0.7;0.2;0.001;0.96;0.95;1;1;1;1;1;1;1;0.7;;;220;950;655;400;7.14;2008;IEE Project Einstein
