0;NACECode;UnitOp;ProductCode;Product;E_EnergyInt_MIN-PC;E_EnergyInt_MAX-PC;E_EnergyInt_TARG-PC;E_EnergyInt_MIN-T;E_EnergyInt_MAX-T;E_EnergyInt_TARG-T;E_SEC min;E_SEC max;E_SEC_TARG;E_Unit;H_EnergyInt_MIN-PC;H_EnergyInt_MAX-PC;H_EnergyInt_TARG-PC;H_EnergyInt_MIN-T;H_EnergyInt_MAX-T;H_EnergyInt_TARG-T;H_SEC min;H_SEC max;H_SEC_TARG;H_Unit;T_EnergyInt_MIN-PC;T_EnergyInt_MAX-PC;T_EnergyInt_TARG-PC;T_EnergyInt_MIN-T;T_EnergyInt_MAX-T;T_EnergyInt_TARG-T;T_SEC min;T_SEC max;T_SEC_TARG;T_Unit;Comments;YearReference;References;Literature;DataRelevance;TurnoverMin;TurnoverMax;ProductionMin;ProductionMax;ProductionUnit
57;DA15.41;1806;DA020;Crude vegetable oil refining;;;;;;;;;;;;;;;;;;;;;;;;;;;40;92;40;kWh/t;Energy consumption in crude vegetable oil refining;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002, 109, CIAA-FEDIOL, 2002]
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65.";data for Germany
58;DA15.41;1807;DA020;Crude vegetable oil refining;;;;;;;;;;;;;;;;;;;;;;;;;;;172;792;172;kWh/t;Energy consumption in crude vegetable oil refining;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002, 109, CIAA-FEDIOL, 2002]
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65.";data for Germany
59;DA15.41;303;DA020;Crude vegetable oil refining;;;;;;;;;;;;;;;;;;;;;;;;;;;142;375;142;kWh/t;Energy consumption in crude vegetable oil refining;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002, 109, CIAA-FEDIOL, 2002]
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65.";data for Germany
60;DA15.41;1808;DA020;Crude vegetable oil refining;;;;;;;;;;;;;;;;;;;;;;;;;;;111;278;111;kWh/t;Energy consumption in crude vegetable oil refining;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002, 109, CIAA-FEDIOL, 2002]
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65.";data for Germany
61;DA15.5;0000;DA010;Market milk and joughurt;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.45;0.07;kWh/l;;2001; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [42, Nordic Council of Ministers, et al., 2001] 
""BAT for Nordic dairy industry"", TemaNord 2001:586.";Sweden, Denmark, Finland, Norway avarage
62;DA15.51;0000;DA010;Cheese and whey;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.82;0.12;kWh/l;;2001; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [42, Nordic Council of Ministers, et al., 2001] 
""BAT for Nordic dairy industry"", TemaNord 2001:586.";Sweden, Denmark, Finland, Norway avarage
63;DA15.8;0000;DA010;Milk and whey powder;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18;0.92;0.18;kWh/l;;2001; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [42, Nordic Council of Ministers, et al., 2001] 
""BAT for Nordic dairy industry"", TemaNord 2001:586.";Sweden, Denmark, Finland, Norway avarage
64;DA15.82;0000;DA070;Dry pasta;;;;;;;140;220;140;;;;;;;;;;;;;;;;;;;;;kWh/t;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [117, CIAA-UNAFPA, 2002, 150, Unione Industriali Pastai Italiani, 2002] 
""Comments to the first draft - pasta""; Unione Industriali Pastai Italiani (2002). ""The efficient use of energy in the Italian pasta
industry"".";data for Italy
65;DA15.82;0000;DA070;Dry pasta;;;;;;;;;;;;;;;;;1.5;1.9;1.5;;;;;;;;;;;MJ/t;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [117, CIAA-UNAFPA, 2002, 150, Unione Industriali Pastai Italiani, 2002] 
""Comments to the first draft - pasta""; Unione Industriali Pastai Italiani (2002). ""The efficient use of energy in the Italian pasta
industry"".";data for Italy
66;DA15.62;0000;DA070;Starch;;;;;;;113.33;260;113.33;;;;;;;;;;;;;;;;;;;;;kWh/t;Energy consumption in the starch industry;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries CIAA-AAC-UFE (2002).
""Comments to the first draft - starch"".";general
67;DA15.62;0000;DA070;Starch;;;;;;;;;;;;;;;;;350;683.33;350;;;;;;;;;;;kWh/t;Energy consumption in the starch industry;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries CIAA-AAC-UFE (2002).
""Comments to the first draft - starch"".";general
68;DA15.83;1901;DA070;Sugar;;;;;;;;;;;;;;;;;;;;;;;;;;;232;367;232;kWh/t beet ;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [139, Nielsen E.H. Lehmann, 2002]
""BAT in the Danish sugar industry"".";Danish sugar industry
69;DA15.83;1901;DA070;Sugar;;;;;;;;;;;;;;;;;;;;;;;;;;;1554;2379;1554;kWh/t sugar;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [139, Nielsen E.H. Lehmann, 2002]
""BAT in the Danish sugar industry"".";Danish sugar industry
70;DA15.96;1902;DA040;Beer;;;;;;;;;;;;;;;;;;;;;;;;;;;23.33;31.3;23.33;kWh/hl beer;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002] from BREF p. 206
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65. ";German breweries with more than 20 employees
71;DA15.96;1703;DA040;Beer;;;;;;;;;;;;;;;;;;;;;;;;;;;6.94;12.78;6.94;kWh/hl beer;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002] from BREF p. 206
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65. ";German breweries with more than 20 employees
72;DA15.96;1704;DA040;Beer;;;;;;;;;;;;;;;;;;;;;;;;;;;2.22;3.61;2.22;kWh/hl beer;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002] from BREF p. 206
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65. ";German breweries with more than 20 employees
73;DA15.96;2001;DA040;Beer;;;;;;;;;;;;;;;;;;;;;;;;;;;1.11;2.22;1.11;kWh/hl beer;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002] from BREF p. 206
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65. ";German breweries with more than 20 employees
74;DA15.96;2002;DA040;Beer;;;;;;;;;;;;;;;;;;;;;;;;;;;2.22;4.72;2.22;kWh/hl beer;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002] from BREF p. 206
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65. ";German breweries with more than 20 employees
75;DA15.96;0000;DA040;Beer;;;;;;;;;;;;;;;;;;;;;;;;;;;9.17;12.78;9.17;kWh/hl beer;;2002; EU-IPPC BREFS Food, Drink and Milk Industries;"BREF Food, Drink and Milk Industries [65, Germany, 2002] from BREF p. 206
""Best Available Techniques Reference Document on the Food and
Milk Industry"", BMU, Hannover University, fdm/tm/65. ";German breweries with more than 20 employees
76;DJ27.1;0000;DJ;sinter plants;;;;;;;68;176;68;;;;;;;;;;;;;;;;;;;;;MJ/t sinter;operational data for sinter plants (1996);2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;The European Blast Furnace Committee survey of the operational data for sinter plants (1996)
77;DJ27.1;0000;DJ;sinter plants;;;;;;;;;;;;;;;;;1125;1920;1125;;;;;;;;;;;MJ/t sinter;operational data for sinter plants (1996);2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;The European Blast Furnace Committee survey of the operational data for sinter plants (1996)
78;DJ27.1;0000;DJ;Pelletisation plant;;;;;;;51;128;51;;;;;;;;;;;;;;;;;;;;;MJ/t Pel;Input/output-data from the five pelletisation plant in the EU 15;2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;data from1996 to 1998
79;DJ27.1;0000;DJ;Pelletisation plant;;;;;;;;;;;;;;;;;;;890.7;;;;;;;;;;;MJ/t Pel;Input/output-data from the five pelletisation plant in the EU 15;2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;data from1996 to 1998
80;DJ27.1;0000;DJ;coke oven plants;;;;;;;20;170;20;;;;;;;;;;;;;;;;;;;;;MJ/t coke;"Input/output-data from eleven coke oven plants in four different EU Member States;";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;"data from 1996;";;;;;;
81;DJ27.1;0000;DJ;coke oven plants;;;;;;;;;;;;;;;;;3260;4100;3260;;;;;;;;;;;MJ/t coke;"Input/output-data from eleven coke oven plants in four different EU Member States;";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;"data from 1996;";;;;;;
82;DJ27.1;0000;DJ;blast furnances;;;;;;;270;370;270;;;;;;;;;;;;;;;;;;;;;MJ/t pig iron;"Input/output data from four existing blast furnaces in four different EU Member States;";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;Data from 1996;;;;;;
83;DJ27.1;0000;DJ;blast furnances;;;;;;;;;;;;;;;;;1212;3500;1212;;;;;;;;;;;MJ/t pig iron;"Input/output data from four existing blast furnaces in four different EU Member States;";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;Data from 1996;;;;;;
84;DJ27.1;0000;DJ;basic oxigen steelmaking and casting;;;;;;;38;120;38;;;;;;;;;;;;;;;;;;;;;MJ/t LS;Input/output-data from four existing basic oxygen steelmaking plants in four different;2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;Data refer to 1996;;;;;;
85;DJ27.1;0000;DJ;basic oxigen steelmaking and casting;;;;;;;;;;;;;;;;;50;195;50;;;;;;;;;;;MJ/t LS;Input/output-data from four existing basic oxygen steelmaking plants in four different;2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;Data refer to 1996;;;;;;
86;DJ27.1;0000;DJ;basic iron and steel and of ferro-alloys;;;;;;;;;;;;;;;;;;;0.051;;;;;;;;;;;GJ/t LS;"InfoMil, 1997; Information Centre for Environmental Licensing (InfoMil)
Dutch Notes on BAT for the Production of Primary Iron and Steel
Final report, prepared for the Ministry of Housing, Spatial Planning and the Environment,
Directorate for Air and Energy, Department of Industry (1997)";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;;;;;;;
87;DJ27.1;0000;DJ;basic iron and steel and of ferro-alloys;;;;;;;;;0.08;;;;;;;;;;;;;;;;;;;;;GJ/t LS;;2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;;;;;;;
88;DJ27.52;0000;DJ;casting;;;;;;;;;;;;;;;;;;;0.02;;;;;;;;;;;GJ/t LS;;2001;EU-IPPC BREFS Iron and Steel;"BREF Iron and Steel [InfoMil, 1997]
Information Centre for Environmental Licensing (InfoMil)
Dutch Notes on BAT for the Production of Primary Iron and Steel
Final report, prepared for the Ministry of Housing, Spatial Planning and the Environment,
Directorate for Air and Energy, Department of Industry (1997)";;;;;;;
89;DJ27.52;0000;DJ;casting;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;GJ/t LS;;2001;EU-IPPC BREFS Iron and Steel;"BREF Iron and Steel [InfoMil, 1997]
Information Centre for Environmental Licensing (InfoMil)
Dutch Notes on BAT for the Production of Primary Iron and Steel
Final report, prepared for the Ministry of Housing, Spatial Planning and the Environment,
Directorate for Air and Energy, Department of Industry (1997)";;;;;;;
90;DJ27.1;0000;DJ;electric ARC furnace;;;;;;;;;;;;;;;;;;;;;;;;;;;2300;2700;;MJ/t ;"Input/output data for electric arc furnaces for the production of carbon steel compiled 
from various references indicated in the footnotes";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;;;;;;;
91;DJ27.1;0000;DJ;electric ARC furnace;;;;;;;1250;1800;1250;;;;;;;;;;;;;;;;;;;;;MJ/t ;"Input/output data for electric arc furnaces for the production of carbon steel compiled 
from various references indicated in the footnotes";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;;;;;;;
92;DJ27.1;0000;DJ;electric ARC furnace;;;;;;;;;;;;;;;;;24;47;24;;;;;;;;;;;m3/t oxigen;"Input/output data for electric arc furnaces for the production of carbon steel compiled 
from various references indicated in the footnotes";2001;EU-IPPC BREFS Iron and Steel;BREF Iron and Steel;;;;;;;
93;DE21.11;112;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;45;kWh/t;;;;;;;;;200;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;;;
94;DE21.11;701;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;64;kWh/t;;;;;;;;;1700;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;;;
95;DE21.11;102;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;45;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;;;
96;DE21.11;301;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;21;kWh/t;;;;;;;;;4000;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
97;DE21.11;901;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;48;kWh/t;;;;;;;;;600;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
98;DE21.11;901;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;23;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
99;DE21.11;1804;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;14;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
100;DE21.11;804;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;7;kWh/t;;;;;;;;;1500;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
101;DE21.11;0000;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;133;kWh/t;;;;;;;;;2600;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
102;DE21.11;1809;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;200;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
103;DE21.11;1810;DE010;Kraft (sulphate) pulping process: Unbleached kraft pulp production with integrated production of paperboard;;;;;;;;;350;kWh/t;;;;;;;;;5800;MJ/t;;;;;;;;;;;"Average energy consumption for the production of 243000 ADt/a unbleached Kraft
pulp, and integrated production of 250000 t/a paperboard";;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
104;DE21.11;112;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;55;kWh/ADt;;;;;;;;;150;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
105;DE21.11;701;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;65;kWh/ADt;;;;;;;;;2050;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
106;DE21.11;102;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;55;kWh/ADt;;;;;;;;;0;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
107;DE21.11;1811;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;45;kWh/ADt;;;;;;;;;400;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
108;DE21.11;1501;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;83;kWh/ADt;;;;;;;;;500;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
109;DE21.11;1501;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;6;kWh/ADt;;;;;;;;;70;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
110;DE21.11;1501;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;40;kWh/ADt;;;;;;;;;0;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
111;DE21.11;201;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;105;kWh/ADt;;;;;;;;;2850;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
112;DE21.11;301;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;30;kWh/ADt;;;;;;;;;4100;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
113;DE21.11;901;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;60;kWh/ADt;;;;;;;;;610;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
114;DE21.11;901;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;30;kWh/ADt;;;;;;;;;0;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
115;DE21.11;1812;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;20;kWh/ADt;;;;;;;;;0;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
116;DE21.11;804;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;10;kWh/ADt;;;;;;;;;1500;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
117;DE21.11;0000;DE020;Kraft (sulphate) pulping process: Non-integrated production of bleached kraft pulp;;;;;;;;;136;kWh/ADt;;;;;;;;;2170;MJ/ADt;;;;;;;;;;;Energy consumption for non-integrated 250000 ADt/a bleached Kraft pulp;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
118;DE21.11;112;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;46;kWh/t;;;;;;;;;230;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
119;DE21.11;701;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;55;kWh/t;;;;;;;;;1800;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
120;DE21.11;102;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;46;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
121;DE21.11;1811;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;38;kWh/t;;;;;;;;;400;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
122;DE21.11;1501;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;70;kWh/t;;;;;;;;;500;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
123;DE21.11;1501;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;5;kWh/t;;;;;;;;;70;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
124;DE21.11;1501;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;34;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
125;DE21.11;201;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;0;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
126;DE21.11;301;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;25;kWh/t;;;;;;;;;3600;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
127;DE21.11;901;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;51;kWh/t;;;;;;;;;600;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills;;;;
128;DE21.11;901;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;25;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills
129;DE21.11;1812;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;17;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills
130;DE21.11;804;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;8;kWh/t;;;;;;;;;1300;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills
131;DE21.11;0000;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;115;kWh/t;;;;;;;;;1900;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills
