0;NACECode;UnitOp;ProductCode;Product;E_EnergyInt_MIN-PC;E_EnergyInt_MAX-PC;E_EnergyInt_TARG-PC;E_EnergyInt_MIN-T;E_EnergyInt_MAX-T;E_EnergyInt_TARG-T;E_SEC min;E_SEC max;E_SEC_TARG;E_Unit;H_EnergyInt_MIN-PC;H_EnergyInt_MAX-PC;H_EnergyInt_TARG-PC;H_EnergyInt_MIN-T;H_EnergyInt_MAX-T;H_EnergyInt_TARG-T;H_SEC min;H_SEC max;H_SEC_TARG;H_Unit;T_EnergyInt_MIN-PC;T_EnergyInt_MAX-PC;T_EnergyInt_TARG-PC;T_EnergyInt_MIN-T;T_EnergyInt_MAX-T;T_EnergyInt_TARG-T;T_SEC min;T_SEC max;T_SEC_TARG;T_Unit;Comments;YearReference;References;Literature;DataRelevance;TurnoverMin;TurnoverMax;ProductionMin;ProductionMax;ProductionUnit
132;DE21.11;1809;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;250;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills
133;DE21.11;1810;DE030;Kraft (sulphate) pulping process: Bleached kraft pulp with integrated production of uncoated fine paper;;;;;;;;;420;kWh/t;;;;;;;;;7100;MJ/t;;;;;;;;;;;Energy consumption for an integrated bleached Kraft mill with 250000 t/a of surfacesized uncoated fine paper.;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper;data for Swedish mills
134;DE21.11;112;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;50;kWh/t;;;;;;;;;150;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
135;DE21.11;1813;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;2110;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
136;DE21.11;102;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;50;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
137;DE21.11;1501;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;75;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
138;DE21.11;1501;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;5;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
139;DE21.11;1501;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;35;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
140;DE21.11;901;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;25;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
141;DE21.11;1809;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;235;kWh/t;;;;;;;;;0;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
142;DE21.11;1810;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;350;kWh/t;;;;;;;;;5300;MJ/t;;;;;;;;;;;Energy consumption in an integrated mill with a production capacity of 500000 t/a newsprint from TMP;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA-Report 4712-4, 1997]
Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997";1997
143;DE21.11;112;DE040;A modern Finnish integrated CTMP mill;;;;;;;;;;;;;;;;;;;;;;;;;;;20;30;20;kWh/Adt;A modern Finnish integrated CTMP mill;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper ;A modern Finnish integrated CTMP mill
144;DE21.11;1813;DE040;A modern Finnish integrated CTMP mill;;;;;;;;;;;;;;;;;;;;;;;;;;;1600;1900;1600;kWh/Adt;A modern Finnish integrated CTMP mill;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper ;A modern Finnish integrated CTMP mill
145;DE21.11;1501;DE040;A modern Finnish integrated CTMP mill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;kWh/Adt;A modern Finnish integrated CTMP mill;2001;EU-IPPC BREFS Pulp and Paper;BREF Pulp and paper ;A modern Finnish integrated CTMP mill
146;DE21.11;1803;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;2200;1100;kWh/t of pulp;Energy consumption in mechanical pulping;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [TEKES, 1997]
";These figures are only average numbers, which may deviate ±10%, due to local mill circumstances and also due to measuring inaccuracies
147;DE21.11;1803;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;2200;1100;kWh/t of pulp;Energy consumption in mechanical pulping;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [TEKES, 1997]
";These figures are only average numbers, which may deviate ±10%, due to local mill circumstances and also due to measuring inaccuracies
148;DE21.11;0000;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;2300;1100;kWh/t of pulp;Energy consumption in mechanical pulping;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [TEKES, 1997]
";These figures are only average numbers, which may deviate ±10%, due to local mill circumstances and also due to measuring inaccuracies
149;DE21.11;0000;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;;;;;;;;;;;;;;;;;;;1600;3000;1600;kWh/t of pulp;Energy consumption in mechanical pulping;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [TEKES, 1997]
";These figures are only average numbers, which may deviate ±10%, due to local mill circumstances and also due to measuring inaccuracies
150;DE21.11;1803;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;3600;1800;kWh/t of pulp;Energy consumption in mechanical pulping;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [TEKES, 1997]
";These figures are only average numbers, which may deviate ±10%, due to local mill circumstances and also due to measuring inaccuracies
151;DE21.11;1803;DE040;Mechanical pulping and chemi-mechanical pupling ml CSF;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;4300;1000;kWh/t of pulp;Energy consumption in mechanical pulping;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [TEKES, 1997]
";These figures are only average numbers, which may deviate ±10%, due to local mill circumstances and also due to measuring inaccuracies
152;DE21.11;0000;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
153;DE21.11;1803;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
154;DE21.11;1801;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;DE21.11;1801;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
156;DE21.11;2101;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
157;DE21.11;102;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
158;DE21.11;2102;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;not required;;;;;;
159;DE21.11;1814;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
160;DE21.11;2101;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
161;DE21.11;102;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;kWh/t of DIP pulp;Modern equipment is applied. Note that the energy consumption depends on the raw materials used, the stock preration lay out, the installed equipment, and the product properties to be achieved The figures include the stock praparation only and not the paper machine. ;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of tissue  from recovered paper 
162;DE21.11;0000;DE050;Recovered Paper Processing (RCF based paper mills) - Tissue DIP-line (200 t/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;not included;;;;;;
163;DE21.11;0000;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;kWh/t (drum pulper);;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
164;DE21.11;1803;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;kWh/t;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
165;DE21.11;1801;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;kWh/t;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
166;DE21.11;1801;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;kWh/t;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
167;DE21.11;2101;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;kWh/t;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
168;DE21.11;102;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;No washing;;;;;;
169;DE21.11;2102;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;kWh/t;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
170;DE21.11;1814;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;kWh/t2;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
171;DE21.11;2101;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;kWh/t;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
172;DE21.11;102;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;No washing;;;;;;
173;DE21.11;0000;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;kWh/t 4);;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [data from Valmet]
";production of newsprint from recovered paper 
174;DE21.11;1605;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;175;;;kWh/Adt;;;;;;;200;;;MJ/Adt;;;;;;;;;;;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";Base year: 1995 Swedish mill
175;DE21.11;102;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;50;;;kWh/Adt;;;;;;;0;;;MJ/Adt;;;;;;;;;;;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";Base year: 1995 Swedish mill
176;DE21.11;1501;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;75;;;kWh/Adt;;;;;;;0;;;MJ/Adt;;;;;;;;;;;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";Base year: 1995 Swedish mill
177;DE21.11;1809;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;235;;;kWh/Adt;;;;;;;0;;;MJ/Adt;;;;;;;;;;;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";Base year: 1995 Swedish mill
178;DE21.11;1810;DE050;Recovered Paper Processing (RCF based paper mills) - Newsprint DIP-line (1000/d);;;;;;;350;;;kWh/Adt;;;;;;;5300;;;MJ/Adt;;;;;;;;;;;;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";Base year: 1995 Swedish mill
179;DE21.11;0000;DE060;Papermaking and relates processes (non-integrated paper mill);;;;;;;674;;;kWh/t;;;;;;;2222;;;kWh/t;;;;;;;;;;;"This figure does not yet take into account the losses when transferring the energy of fossil fuels into electricity. When
converting purchased electricity into primary energy consumption an energy yield of the electricity generating companies of
36.75%, can be assumed. In this case an electricity consumption of 674 kWh/t corresponds to 1852 kWh/t primary energy (e.g.coal).";2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";The total demand for energy (consumption) in the form of heat (steam) and electric power
180;DE21.11;1809;DE060;Papermaking and relates processes (non-integrated paper mill);;;;;;;202;;;kWh/t;;;;;;;0;;;MJ/t;;;;;;;;;;;Energy consumption in a non-integrated coated paper mill with a production capacity of 125000t/a;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";nonintegrated fine paper mill
181;DE21.11;1810;DE060;Papermaking and relates processes (non-integrated paper mill);;;;;;;350;;;kWh/t;;;;;;;8000;;;MJ/t;;;;;;;;;;;Energy consumption in a non-integrated coated paper mill with a production capacity of 125000t/a;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";nonintegrated fine paper mill
182;DE21.11;1217;DE060;Papermaking and relates processes (non-integrated paper mill);;;;;;;118;;;kWh/t;;;;;;;0;;;MJ/t;;;;;;;;;;;Energy consumption in a non-integrated coated paper mill with a production capacity of 125000t/a;2001;EU-IPPC BREFS Pulp and Paper;"BREF Pulp and paper [SEPA Report 4712-4, 1997]
""Energy conservation in the pulp and paper industry, Jaakko Pöyry Consulting AB. 1997""";nonintegrated fine paper mill
183;DE21.11;2201;DE060;Papermaking and relates processes (non-integrated paper mill);;;;;;;0;;;kWh/t;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
